 name:     cobalt                                                 Feff 8.10
 formula:  Co
 sites:    Co1
 refer1:   Kittel, ISSP
 refer2:
 schoen:
 notes1:   metal, hexagonal close packed (hcp)
 Abs   Z=27 Rmt= 1.331 Rnm= 1.367 K  shell
 Pot 1 Z=27 Rmt= 1.340 Rnm= 1.378
 Gam_ch=1.436E+00 H-L exch
 Mu=-5.188E+00 kf=2.078E+00 Vint=-2.163E+01 Rs_int= 1.746
 S02   .949                                        Global sig2   .00000
 Curved wave amplitude ratio filter   4.000%
     8.4000   -1.151154E-01  1.256944E-01  2.943192E+01
     8.4500   -1.170076E-01  1.184866E-01  2.968696E+01
     8.5000   -1.106314E-01  1.110467E-01  2.993165E+01
     8.5500   -9.849569E-02  1.037288E-01  3.016413E+01
     8.6000   -8.311686E-02  9.679801E-02  3.038327E+01
     8.6500   -6.667692E-02  9.056094E-02  3.058839E+01
     8.7000   -5.066106E-02  8.530143E-02  3.078002E+01
     8.7500   -3.573783E-02  8.124416E-02  3.096046E+01
     8.8000   -2.184800E-02  7.851205E-02  3.113393E+01
     8.8500   -8.457964E-03  7.709332E-02  3.130599E+01
     8.9000    5.098714E-03  7.683710E-02  3.148233E+01
     8.9500    1.928164E-02  7.748397E-02  3.166742E+01
     9.0000    3.408881E-02  7.871818E-02  3.186380E+01
     9.0500    4.914321E-02  8.041086E-02  3.207344E+01
     9.1000    6.316902E-02  8.204888E-02  3.229460E+01
     9.1500    7.468245E-02  8.339261E-02  3.252560E+01
     9.2000    8.218861E-02  8.426186E-02  3.276443E+01
     9.2500    8.451201E-02  8.453310E-02  3.300907E+01
     9.3000    8.106858E-02  8.413426E-02  3.325750E+01
     9.3500    7.201694E-02  8.303918E-02  3.350784E+01
     9.4000    5.825607E-02  8.126285E-02  3.375820E+01
     9.4500    4.127201E-02  7.885766E-02  3.400671E+01
     9.5000    2.287057E-02  7.591051E-02  3.425148E+01
     9.5500    4.786554E-03  7.259218E-02  3.449153E+01
     9.6000   -1.136985E-02  6.898448E-02  3.472309E+01
     9.6500   -2.460747E-02  6.528210E-02  3.494401E+01
     9.7000   -3.458540E-02  6.170757E-02  3.515248E+01
     9.7500   -4.155653E-02  5.850076E-02  3.534753E+01
     9.8000   -4.618069E-02  5.589821E-02  3.552977E+01
     9.8500   -4.925867E-02  5.409983E-02  3.570205E+01
     9.9000   -5.145555E-02  5.322827E-02  3.586951E+01
     9.9500   -5.308263E-02  5.329630E-02  3.603874E+01
    10.0000   -5.399201E-02  5.420063E-02  3.621608E+01
    10.0500   -5.380733E-02  5.592726E-02  3.640453E+01
    10.1000   -5.156547E-02  5.814198E-02  3.660855E+01
    10.1500   -4.632021E-02  6.057720E-02  3.682862E+01
    10.2000   -3.737995E-02  6.298028E-02  3.706369E+01
    10.2500   -2.459102E-02  6.513080E-02  3.731195E+01
    10.3000   -8.515690E-03  6.684628E-02  3.757137E+01
    10.3500    9.547143E-03  6.798192E-02  3.784001E+01
    10.4000    2.771478E-02  6.842791E-02  3.811611E+01
    10.4500    4.382354E-02  6.810613E-02  3.839812E+01
    10.5000    5.582196E-02  6.696714E-02  3.868466E+01
    10.5500    6.217156E-02  6.498751E-02  3.897445E+01
    10.6000    6.216718E-02  6.216759E-02  3.926628E+01
    10.6500    5.610352E-02  5.852965E-02  3.955884E+01
    10.7000    4.524566E-02  5.411648E-02  3.985061E+01
    10.7500    3.160294E-02  4.899051E-02  4.013957E+01
    10.8000    1.754798E-02  4.323427E-02  4.042276E+01
    10.8500    5.357132E-03  3.695352E-02  4.069522E+01
    10.9000   -3.233192E-03  3.028802E-02  4.094766E+01
    10.9500   -7.361241E-03  2.344534E-02  4.116008E+01
    11.0000   -7.194548E-03  1.682055E-02  4.128268E+01
    11.0500   -3.940545E-03  1.151994E-02  4.118982E+01
    11.1000    6.967759E-04  1.020857E-02  4.077240E+01
    11.1500    4.562454E-03  1.422039E-02  4.051409E+01
    11.2000    5.637964E-03  2.060582E-02  4.056356E+01
    11.2500    2.503238E-03  2.761303E-02  4.074993E+01
    11.3000   -5.316877E-03  3.465204E-02  4.099475E+01
    11.3500   -1.719603E-02  4.146128E-02  4.126837E+01
    11.4000   -3.147554E-02  4.788266E-02  4.155800E+01
    11.4500   -4.574935E-02  5.380160E-02  4.185732E+01
    11.5000   -5.731032E-02  5.912810E-02  4.216290E+01
    11.5500   -6.367080E-02  6.379003E-02  4.247265E+01
    11.6000   -6.305441E-02  6.773046E-02  4.278526E+01
    11.6500   -5.476225E-02  7.090670E-02  4.309982E+01
    11.7000   -3.934123E-02  7.328980E-02  4.341567E+01
    11.7500   -1.852187E-02  7.486422E-02  4.373229E+01
    11.8000    5.061656E-03  7.562759E-02  4.404928E+01
    11.8500    2.831458E-02  7.559023E-02  4.436624E+01
    11.9000    4.820214E-02  7.477469E-02  4.468284E+01
    11.9500    6.224949E-02  7.321501E-02  4.499872E+01
    12.0000    6.892900E-02  7.095598E-02  4.531349E+01
    12.0500    6.812281E-02  6.831547E-02  4.562821E+01
    12.1000    6.024395E-02  6.507662E-02  4.594091E+01
    12.1500    4.697183E-02  6.130317E-02  4.625095E+01
    12.2000    3.061934E-02  5.706641E-02  4.655754E+01
    12.2500    1.369995E-02  5.244454E-02  4.685960E+01
    12.3000   -1.507838E-03  4.752239E-02  4.715562E+01
    12.3500   -1.331802E-02  4.239182E-02  4.744347E+01
    12.4000   -2.085587E-02  3.715333E-02  4.771990E+01
    12.4500   -2.410778E-02  3.192035E-02  4.797992E+01
    12.5000   -2.380677E-02  2.682861E-02  4.821549E+01
    12.5500   -2.118952E-02  2.205606E-02  4.841345E+01
    12.6000   -1.768331E-02  1.786199E-02  4.855312E+01
    12.6500   -1.459025E-02  1.464384E-02  4.860911E+01
    12.7000   -1.283118E-02  1.291904E-02  4.857800E+01
    12.7500   -1.279472E-02  1.298420E-02  4.852364E+01
    12.8000   -1.431191E-02  1.449836E-02  4.853414E+01
    12.8500   -1.675014E-02  1.678185E-02  4.863320E+01
    12.9000   -1.919631E-02  1.930268E-02  4.879972E+01
    12.9500   -2.068395E-02  2.175368E-02  4.900959E+01
    13.0000   -2.041385E-02  2.397000E-02  4.924637E+01
    13.0500   -1.793457E-02  2.593530E-02  4.950190E+01
    13.1000   -1.315648E-02  2.754103E-02  4.976744E+01
    13.1500   -6.463880E-03  2.876832E-02  5.003886E+01
    13.2000    1.415780E-03  2.961593E-02  5.031331E+01
    13.2500    9.558460E-03  3.009576E-02  5.058868E+01
    13.3000    1.701572E-02  3.023007E-02  5.086334E+01
    13.3500    2.297599E-02  3.004959E-02  5.113591E+01
    13.4000    2.688438E-02  2.959209E-02  5.140516E+01
    13.4500    2.850239E-02  2.890109E-02  5.166998E+01
    13.5000    2.790334E-02  2.802460E-02  5.192934E+01
    13.5500    2.541307E-02  2.701387E-02  5.218226E+01
    13.6000    2.151555E-02  2.592179E-02  5.242794E+01
    13.6500    1.674779E-02  2.480113E-02  5.266573E+01
    13.7000    1.160703E-02  2.370224E-02  5.289533E+01
    13.7500    6.487187E-03  2.267035E-02  5.311687E+01
    13.8000    1.652238E-03  2.174253E-02  5.333101E+01
    13.8500   -2.755277E-03  2.094478E-02  5.353901E+01
    13.9000   -6.680498E-03  2.028978E-02  5.374259E+01
    13.9500   -1.011141E-02  1.977618E-02  5.394376E+01
    14.0000   -1.303749E-02  1.938995E-02  5.414450E+01
    14.0500   -1.550718E-02  1.919213E-02  5.434782E+01
    14.1000   -1.738311E-02  1.907117E-02  5.455396E+01
    14.1500   -1.855917E-02  1.899446E-02  5.476337E+01
    14.2000   -1.893258E-02  1.893262E-02  5.497587E+01
    14.2500   -1.843695E-02  1.886275E-02  5.519075E+01
    14.3000   -1.706874E-02  1.877048E-02  5.540697E+01
    14.3500   -1.489887E-02  1.865094E-02  5.562333E+01
    14.4000   -1.206589E-02  1.850886E-02  5.583858E+01
    14.4500   -8.752786E-03  1.835795E-02  5.605167E+01
    14.5000   -5.154554E-03  1.821953E-02  5.626184E+01
    14.5500   -1.446011E-03  1.812035E-02  5.646878E+01
    14.6000    2.240354E-03  1.808949E-02  5.667283E+01
    14.6500    5.819855E-03  1.815460E-02  5.687500E+01
    14.7000    9.242566E-03  1.833779E-02  5.707691E+01
    14.7500    1.246553E-02  1.865193E-02  5.728062E+01
    14.8000    1.541878E-02  1.909835E-02  5.748829E+01
    14.8500    1.797624E-02  1.966635E-02  5.770185E+01
    14.9000    1.994246E-02  2.033460E-02  5.792276E+01
    14.9500    2.106265E-02  2.107372E-02  5.815187E+01
    15.0000    2.105780E-02  2.184943E-02  5.838947E+01
    15.0500    1.971868E-02  2.267753E-02  5.863602E+01
    15.1000    1.684308E-02  2.348030E-02  5.889030E+01
    15.1500    1.242445E-02  2.422396E-02  5.915170E+01
    15.2000    6.653626E-03  2.487715E-02  5.941951E+01
    15.2500   -6.845701E-05  2.541171E-02  5.969295E+01
    15.3000   -7.156574E-03  2.580326E-02  5.997130E+01
    15.3500   -1.390568E-02  2.603148E-02  6.025381E+01
    15.4000   -1.958553E-02  2.608030E-02  6.053979E+01
    15.4500   -2.354995E-02  2.593794E-02  6.082859E+01
    15.5000   -2.534118E-02  2.559698E-02  6.111956E+01
    15.5500   -2.476905E-02  2.505424E-02  6.141208E+01
    15.6000   -2.194901E-02  2.431077E-02  6.170550E+01
    15.6500   -1.728985E-02  2.337168E-02  6.199911E+01
    15.7000   -1.143181E-02  2.224609E-02  6.229215E+01
    15.7500   -5.145068E-03  2.094696E-02  6.258369E+01
    15.8000    7.934444E-04  1.949108E-02  6.287257E+01
    15.8500    5.722546E-03  1.789910E-02  6.315728E+01
    15.9000    9.196202E-03  1.619585E-02  6.343570E+01
    15.9500    1.104183E-02  1.441105E-02  6.370477E+01
    16.0000    1.136745E-02  1.258097E-02  6.395982E+01
    16.0500    1.055736E-02  1.078826E-02  6.419539E+01
    16.1000    9.048978E-03  9.049073E-03  6.439806E+01
    16.1500    7.379023E-03  7.458633E-03  6.454889E+01
    16.2000    6.021805E-03  6.170047E-03  6.462230E+01
    16.2500    5.295630E-03  5.406435E-03  6.460546E+01
    16.3000    5.305475E-03  5.360427E-03  6.454596E+01
    16.3500    5.932262E-03  5.986051E-03  6.453681E+01
    16.4000    6.869503E-03  7.032309E-03  6.461825E+01
    16.4500    7.698460E-03  8.262571E-03  6.477431E+01
    16.5000    7.985364E-03  9.528001E-03  6.497967E+01
    16.5500    7.380143E-03  1.074259E-02  6.521610E+01
    16.6000    5.696325E-03  1.185509E-02  6.547223E+01
    16.6500    2.956201E-03  1.283348E-02  6.574101E+01
    16.7000   -6.071657E-04  1.365746E-02  6.601792E+01
    16.7500   -4.590365E-03  1.431468E-02  6.629989E+01
    16.8000   -8.493151E-03  1.479888E-02  6.658471E+01
    16.8500   -1.180924E-02  1.510893E-02  6.687068E+01
    16.9000   -1.411561E-02  1.524825E-02  6.715638E+01
    16.9500   -1.514271E-02  1.522451E-02  6.744053E+01
    17.0000   -1.481248E-02  1.504943E-02  6.772193E+01
    17.0500   -1.327027E-02  1.477956E-02  6.800011E+01
    17.1000   -1.073508E-02  1.439240E-02  6.827318E+01
    17.1500   -7.567696E-03  1.390990E-02  6.853978E+01
    17.2000   -4.157893E-03  1.335786E-02  6.879851E+01
    17.2500   -8.558024E-04  1.276573E-02  6.904795E+01
    17.3000    2.079777E-03  1.216619E-02  6.928683E+01
    17.3500    4.506845E-03  1.159403E-02  6.951428E+01
    17.4000    6.396647E-03  1.108428E-02  6.973020E+01
    17.4500    7.805141E-03  1.066904E-02  6.993566E+01
    17.5000    8.829013E-03  1.037331E-02  7.013317E+01
    17.5500    9.558785E-03  1.021066E-02  7.032657E+01
    17.6000    1.004142E-02  1.018036E-02  7.052043E+01
    17.6500    1.026168E-02  1.026735E-02  7.071905E+01
    17.7000    1.014642E-02  1.044536E-02  7.092565E+01
    17.7500    9.589571E-03  1.068182E-02  7.114200E+01
    17.8000    8.490745E-03  1.094276E-02  7.136845E+01
    17.8500    6.796470E-03  1.119649E-02  7.160433E+01
    17.9000    4.532790E-03  1.141587E-02  7.184832E+01
    17.9500    1.820082E-03  1.157934E-02  7.209879E+01
    18.0000   -1.134497E-03  1.167127E-02  7.235399E+01
    18.0500   -4.076887E-03  1.169802E-02  7.261261E+01
    18.1000   -6.722267E-03  1.164107E-02  7.287225E+01
    18.1500   -8.824598E-03  1.150181E-02  7.313115E+01
    18.2000   -1.021259E-02  1.128693E-02  7.338758E+01
    18.2500   -1.081508E-02  1.100833E-02  7.363978E+01
    18.3000   -1.066473E-02  1.068307E-02  7.388603E+01
    18.3500   -9.879625E-03  1.033304E-02  7.412477E+01
    18.4000   -8.628073E-03  9.984444E-03  7.435476E+01
    18.4500   -7.085768E-03  9.666382E-03  7.457545E+01
    18.5000   -5.396629E-03  9.408566E-03  7.478735E+01
    18.5500   -3.647419E-03  9.237756E-03  7.499233E+01
    18.6000   -1.862642E-03  9.173436E-03  7.519375E+01
    18.6500   -2.079836E-05  9.223894E-03  7.539597E+01
    18.7000    1.912794E-03  9.384259E-03  7.560349E+01
    18.7500    3.946143E-03  9.637375E-03  7.582009E+01
    18.8000    6.025666E-03  9.957053E-03  7.604820E+01
    18.8500    8.017498E-03  1.031225E-02  7.628886E+01
    18.9000    9.712663E-03  1.067081E-02  7.654201E+01
    18.9500    1.085779E-02  1.100212E-02  7.680686E+01
    19.0000    1.120631E-02  1.127859E-02  7.708230E+01
